Geneid,E1,E2,E3,E4,E5,E6
SL1344_RS22825,0,2,0,2,0,0
SL1344_RS22830,0,12,3,0,0,0
nrdG,3,16,22,1,2,2
nrdD,29,106,120,18,48,31
treC,18,46,64,4,8,7
treR,2,3,17,1,5,4
mgtL,1,0,2,0,0,2
SL1344_RS22870,5,18,17,0,0,1
ridA,101,184,318,135,183,219
pyrI,3,5,7,10,11,8
pyrB,1,1,12,9,26,23
pyrL,0,0,0,0,0,0
SL1344_RS26875,0,0,0,0,0,0
SL1344_RS22895,0,4,1,6,12,13
SL1344_RS22900,15,15,26,149,151,209
argF,6,9,14,200,260,250
arcC,0,4,1,70,106,125
arcA,1133,2351,3982,469,531,648
SL1344_RS22920,5,12,17,1,2,2
rraB,40,109,183,13,4,15
miaE,5,17,27,6,0,2
SL1344_RS22940,2,2,8,0,0,0
SL1344_RS22945,1,10,28,3,4,6
SL1344_RS22950,5,18,24,0,4,3
SL1344_RS22955,70,139,213,109,103,138
holC,22,33,37,16,12,11
pepA,105,294,455,64,94,114
lptF,121,221,401,45,51,52
lptG,12,29,67,11,7,5
SL1344_RS22985,25,50,75,7,5,5
idnT,31,36,71,4,6,0
idnO,4,5,9,5,0,5
SL1344_RS23000,16,5,25,2,0,10
idnK,14,28,48,0,2,5
SL1344_RS23010,37,69,105,24,25,38
SL1344_RS23015,0,0,1,0,0,0
SL1344_RS23020,1,1,7,1,0,0
SL1344_RS23025,85,144,239,34,36,32
SL1344_RS23030,77,131,216,18,26,26
brxL,78,139,222,72,87,91
pglZ,57,81,129,21,44,51
SL1344_RS23045,8,20,32,4,4,5
SL1344_RS23050,32,60,77,39,39,56
pglX,18,33,42,138,107,122
brxC,30,59,113,119,139,160
SL1344_RS23065,0,5,3,4,3,7
SL1344_RS23070,0,0,3,2,3,1
SL1344_RS23080,7,7,7,2,8,2
SL1344_RS23085,31,80,129,140,159,254
SL1344_RS23090,48,64,130,12,2,9
SL1344_RS23095,0,5,2,0,0,0
SL1344_RS23100,314,613,823,48,72,67
SL1344_RS23105,0,6,5,0,0,0
SL1344_RS23110,10,16,49,1,3,2
SL1344_RS23115,8,31,38,3,2,2
uxuR,35,76,110,24,11,23
SL1344_RS23135,11,21,22,1,3,2
SL1344_RS23140,9,13,33,0,1,2
hypT,0,8,8,0,2,0
SL1344_RS23150,17,25,44,55,49,55
SL1344_RS23155,8,15,27,5,12,5
SL1344_RS23160,8,17,21,11,4,18
SL1344_RS23170,84,147,343,9,13,20
SL1344_RS23175,90,192,221,2,3,2
mdtM,2,9,22,1,0,1
SL1344_RS23185,2,14,29,1,1,2
SL1344_RS23190,35,37,112,55,59,66
SL1344_RS23195,0,0,0,0,0,0
SL1344_RS23200,0,0,0,0,0,0
SL1344_RS23205,0,0,0,0,0,0
symE,8,3,1,0,0,0
SL1344_RS23215,5,17,17,6,16,4
hsdM,13,28,46,20,18,32
hsdR,63,142,230,50,53,86
SL1344_RS23230,22,43,57,6,8,8
SL1344_RS23235,36,54,85,4,2,3
SL1344_RS23240,12,12,37,0,0,6
yjiA,12,34,48,32,66,88
SL1344_RS23250,0,0,6,0,1,0
btsT,2,19,27,32,61,69
tsr,74,81,151,101,107,121
SL1344_RS23265,166,324,505,66,99,115
SL1344_RS23270,1,7,19,1,2,1
SL1344_RS23275,3,7,9,3,2,1
SL1344_RS23280,1,1,4,10,6,4
SL1344_RS23285,2,16,22,26,15,10
SL1344_RS23290,5,26,15,23,27,36
SL1344_RS23295,9,10,31,129,134,192
opgB,149,344,465,37,50,70
SL1344_RS23305,7,32,26,4,13,9
dnaC,28,31,72,13,31,13
dnaT,23,41,58,6,2,7
SL1344_RS23320,1,3,6,3,6,1
SL1344_RS23325,4,12,14,4,2,4
SL1344_RS23330,0,0,0,2,0,0
bglJ,0,2,3,1,2,0
SL1344_RS23340,8,15,25,0,2,2
fhuF,11,17,12,0,0,0
SL1344_RS23350,3,3,16,0,0,1
SL1344_RS23355,2,3,2,1,0,0
SL1344_RS23360,0,0,0,0,0,0
SL1344_RS23365,0,0,0,0,0,0
SL1344_RS23370,0,0,0,0,0,0
rsmC,4,6,13,4,4,4
SL1344_RS23380,0,2,1,1,0,0
rimI,1,1,1,3,0,0
yjjG,7,6,11,1,2,1
prfC,9,7,7,13,6,8
SL1344_RS23405,145,279,372,26,23,18
SL1344_RS23410,15,15,33,10,18,3
SL1344_RS23415,4,8,12,0,0,6
SL1344_RS23420,4,3,0,1,1,0
SL1344_RS23425,10,36,60,16,20,20
deoC,17,39,68,10,17,16
deoA,28,86,147,18,15,31
deoB,175,346,583,140,177,190
deoD,47,88,156,149,191,283
SL1344_RS23450,4,21,21,2,0,3
SL1344_RS23455,5,13,31,2,1,1
SL1344_RS23460,1,5,8,0,0,0
SL1344_RS23465,41,95,108,0,1,2
SL1344_RS23470,32,34,51,1,0,0
lplA,36,55,119,16,24,36
SL1344_RS23480,3,1,6,3,3,8
radA,11,36,39,17,8,6
nadR,45,130,198,18,10,17
ettA,23,39,95,28,42,36
sltY,27,37,74,21,42,42
trpR,34,65,117,52,31,61
yjjX,4,7,17,3,6,9
gpmB,8,6,20,8,10,18
robA,300,569,926,105,101,124
creA,19,52,81,11,6,7
creB,19,34,67,5,5,11
creC,3,12,9,2,0,1
creD,11,24,38,0,2,6
SL1344_RS23550,0,9,8,0,1,3
SL1344_RS23555,0,2,1,0,0,2
SL1344_RS23560,13,12,30,0,0,0
SL1344_RS23565,2,6,14,0,0,0
SL1344_RS23575,48,80,130,0,2,3
SL1344_RS23580,12,11,31,0,4,6
SL1344_RS23590,785,1287,2299,45,49,50
SL1344_RS23595,14,39,72,2,2,0
